District,Zone,Geographical Region,Development Region,NGO Name in Nepali,NGO Name in English,Acronym,Address,Telephone No.,Fax No.,Email,Website,Office Mobile No.,Contact Person,Working Sector
Panchthar,Mechi,Hill,Eastern,संयुक्त सामाजिक अध्ययन तथा मुक्ति प्रतिष्ठान केन्द्र ,Joint Social Studies and Freedom Trust Centre,,"Phidim-1, Panchthar",,,,,9814957131,Laxmi Prasad Sunuwar,"Scholarship, Education"
Panchthar,Mechi,Hill,Eastern,अपाङ्ग सेवा संघ ,Handicapped Service Association,,"Phidim-1, Panchthar",,,,,9742601238,Bina Niroula,Disable
Sankhuwasabha,Kosi,Mountain,Eastern,"मानव अधिकार, वातावरण तथा जनजागरण मञ्च (हुरेप)","Forum For Human Rights, Environment and People Awareness",HUREP,"Khadbari - 2, Sankhuwasabha",,029-560023,hurep2004@yahoo.com,,9742032556,Yograj Gaulay,"education, health, capacity building, "
Sankhuwasabha,Kosi,Mountain,Eastern,महिला समाज कल्याण समिति,Women Social Welfare Committee,,Madi Rambtti-5,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,जागृती समाज नेपाल,Awakening Society Nepal,,Khadbari-1,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,सामाजिक सचेतना केन्द्र,Social Awareness Centre,SAC,Dhupu,,,mkrai_2006@yahoo.com,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,ग्रामीण महिला स्वाबलम्बन समुह,Rural Women Self Reliance Group,,Khadbari-10,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,बहुमुखी समाज सुधार संस्था,Multiple Social Reform Organization,,Aakhibhai-3,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,समाज बिकास केन्द्र(सोडेक),Society Development Centre,SODEC,Khadbari-1 ,,029-560445,sodec@ntc.net.np,,9842076702,Yadumani Niroula,Community Forest User Groups
Sankhuwasabha,Kosi,Mountain,Eastern,हेदाङ्गनागडी हस्तकला विकास केन्द्र,Hedanganagadi Handicraft Development Centre,,Pathivara-1,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,मकालु त्रिशक्ति साहित्य समूह,Makalu Trishakti Sahitya Samuha,,Khadabari-1,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,भञ्ज्याङ्ग सामाजिक जागरण संस्था,Bhanjyang Social Awareness Organization,,Mamali-6,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,ग्रामिण बिकास केन्द्र,Rural Development Centre,RDC,"Khadbari - 1, Sankhuwasabha",,029-560203,narayankatwal100@yahoo.com,,9842105526,Narayan Katwal,"health, sanitation, forest"
Sankhuwasabha,Kosi,Mountain,Eastern,सामाजिक वातावरणीय तथा शिक्षा विकास संस्था,Social Environmental and Education Development Organization,SEEDO,Chainpur-3,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,नवजागरण सामुदायिक विकास केन्द्र,NabaJagaran Community Development Centre,NCDC,Hatiya-2,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,शिलिचोङ्ग क्लब समाज विकास केन्द्र,Shilichong Club Social Development Centre,SCSDC,Tamku-1,,029-560311,tejsyabun@yahoo.com,,9742013454,Nakhung Rai,"health, sanitation, forest ,education"
Sankhuwasabha,Kosi,Mountain,Eastern,जनजागरण समाज सुधार क्लब,Jana Jagaran Social Improvement Club,,Mamaling-9,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,स्रोत परिचालन तथा विकास केन्द्र,Centre For Resource Mobilization and Development ,CEREMOD,Khadabari-13,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,धर्मदेवी समाज सुधार क्लब,Dharma Devi Samaj  Sewa Club,,Savapokhari-3,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,सामुदायिक विकास मंच,Community Development Forum,CODEF,Khadabari-1,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,द इष्ट फाउण्डेशन,The East Foundation,TEF,"Khadbari - 1, Sankhuwasabha",,029-560137,tefkhadbari@yahoo.com,,9742010348,Rubinda Rai,community forest
Sankhuwasabha,Kosi,Mountain,Eastern,"एकल महिला समूह, नेपाल",Single Women Group,,"Khadabari-10, Nayabazar",,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,दलित दिगो विकास संस्था ,Dalit Sustainable Development Organization,,Aakhibhui-8,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,हाङथुम क्लब ,Hangthum Club,,Madi Mulkharka-6,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,सिर्जनशील सामुदायिक विकास केन्द्र ,Creative Community Development Centre,CCDC,"Khadbari - 1, Sankhuwasabha",,,,,9842051684,Chitrarekha Adhikari,women rights
Sankhuwasabha,Kosi,Mountain,Eastern,संखुवासभा अपाङ्गमञ्च,Sankhuwa Sabha Association For Disable ,SAD,Khadabari-3,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,ग्रामीण पूर्वाधार विकास संस्था ,Rural Infrastructure Development Foundation ,,Khadabari-10,,,,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,हिमालय एजुकेशन सेन्टर ,Himalaya Education Centre,HEC,"Khadbari - 10, Sankhuwasabha",,029-560137,wang_lama2001@yahoo.com ,,9842213749,Wangchedder Lama,education 
Sankhuwasabha,Kosi,Mountain,Eastern,भोटिया युथ क्लव ,Bhotiya Youth Club,,Khadabari-1,,,chhiringl@yahoo.com,,,,
Sankhuwasabha,Kosi,Mountain,Eastern,संखुवासभा पर्यटन विकास केन्द्र ,Sankhuwasabha Tourism Development Centre,STD,Khadbari - 1,,029-560137,mblimb65@gmail.com,,9742010348,Man Bahadur Limbu,"tourism, "
Saptari,Sagarmatha,Terai,Eastern,कृषि वन प्रविधि केन्द्र,Agriculture Foresty Technical Centre,,mohanpur-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,आर्दश नव युवा क्लब,Aadarsha Nawa Yuwa Club,,Kachan-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जन जागृति क्लब,Jana Jagriti Club,,Madhupatti-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,बाबा सोनाई क्लब,Baba Sonai Club,,Bakadhuwa-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,रुपनी युवा क्लब,Rupani Youth Club,,Rayapur-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,गोधुली क्लब,Godhuli Club,,Sitapur-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,चौतारी क्लब,Chautari Club,,"Priya Paschim, Shisubare",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नेपाल लोक कल्याणकारी सामाजिक केन्द्र,Nepal Lok Kalyankari Samajik Kendra,,Rajbiraj,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नेपाल नारी कल्याण समिति,Women Welfare Committee Nepal,,Rajbiraj,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,दास सेवा समिति,Das Sewa Samiti,,Rajbiraj,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सोसियल वेलफेयर एन्ड कल्चरल डेभलपमेन्ट युथ क्लब,Social Welfare and Cultural Development Youth Club,,Bakadhuwa-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,महिला जागरण समाज,Women Awareness Society,,"Fattepur, Prasaha-2",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,राष्ट्रिय स्वावलम्वन विकास समाज ,Rastriya Swablamban Bikas Samaj,,"Dharampur-4, Baluwachok",,,rsbs_samaj@yahoo.com,,9842022187,Madhav Pd Chaudhary,"Health education, Poverty Allivation"
Saptari,Sagarmatha,Terai,Eastern,त्रिनेत्र युवा स्पोर्ट क्लब,Trinetra Youth Sprots Club,,Bakadhuwa-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,मुस्लीम वेलफेयर सोसाइटी,Muslim Welfare Society,,"Dakadhuwa-9, Mailibazar",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,बाबा तपेश्वरी युवा क्लब,Baba Tapeswori Youth club,,"Theliya, Gidaha-6",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सिमसिमे क्लब,Simsime Club,,Kanchanpur-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नवजागरण युवा क्लब,Nawa Jagaran Yuwa Club,,Jandaul-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,युनाइटेड युथ क्लब,United Youth Club,,Jagatpur-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,कृषि वन बिकास प्रणाली केन्द्र,Agriculture Foresty Development System  Centre,,Jagmohan-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,रोड सिंह युवा क्लब,Rod Singh Youth club,,Parsawani-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जागृती युवा क्लब,Jagriti Youth Club,,Malahanama-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नेपाल विकलाङ्ग सेवा संघ,Nepal Bikalank Sewa Sangha,,Rajbiraj-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,स्काई क्लब,Sky Club,,Sitapur-1,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नारी उत्थान तथा बालबालिका संरक्षण संस्थान,Women Upliftment and Children Protection Organization,,Rajbiraj-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,कृष्ण कला कुञ्ज,Krishna Kala Kunja,,Rajbiraj-1,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,युवा कल्याण क्लब,Youth Welfare Club,,"Kalyanpur-3,Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,वागेश्वरी सेवा समिति,Bageswori Sewa Samiti,,Rajbiraj-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सगरमाथा साहित्य परिषद,Sagarmatha Literature Council,,Rajbiraj,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,पञ्चामृत युवा क्लब,Panchmrit Youth Club,,Hardiya-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सरस्वती युवा क्लब,Saraswati Yuwa Club,,Terhahauta,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जनकल्याण क्लब,Public Welfare Club,,Bisahariya-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जनजागरण सामुदायी बिकास केन्द्र,Centre For Awareness Community Development ,,Kadamaha-9,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,आदिवासी सेवा केन्द्र,Indegenious Service Centre,,Khokasar-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,न्युसोसाइटि क्लब,New Society Club,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,प्रतिभा युवा क्लब,Prativa Youth Club,,Prasawani-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,ज्योती महिला क्लव,Jyoti Mahila Club,,Prasawani-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,ऊँ बनस्खण्डी सम्झौता सेवा समुह,Om Banaskhandi Samjhauta Sewa Samuha,,"Bakadhuwa, Basantapur-8",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,लाली गुराँस सामुदायीक बहुमुखी संस्था,LaliGurans Community Multiple Limited,,"Bakadhuwa, Mohanpur-7",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सामुदायीक सेवा मञ्च नेपाल ,Community Service Forum,,"Bakadhuwa-8, Basantapur",,,cosefnepal77@gmail.com,,984106089,Sudarshan Chaudhary,"Human rights, Poverty allivation"
Saptari,Sagarmatha,Terai,Eastern,जनजागरण सामुदायीक विकास मञ्च,Public Awareness Community Development Centre,,"Bakadhuwa,Ratawala-9",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नारी एकता समाज,Nari Ekata Samaj,,"Rupnagar-7, Saptari",,,,,9807758208,Bhoj Kumari Pokhrel,"Health, Empowerment, Income Generation Training"
Saptari,Sagarmatha,Terai,Eastern,माइतीघर दैया समुह,Maiti Ghar Daiya Samuha,,Jandaul-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,महुली जनोदय क्लब,Mahuli Janodaya Club,,Jandaul-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,यूवा समाज कल्याणकारीणी कोष,Youth Society Welfare Fund,,Hariharpur-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,शन्यासी ग्रामीण बिकास केन्द्र,Sanyasi Gramin Bikas Kendra,,Basawalpur-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,शंकर सामुदायीक बिकास केन्द्र,Shankar Community Development Centre,,Baramajhiya-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,महिला बालबालिका बातावरण बिकास समाज,Women Children Environment Development Society,,Rajbiraj,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,दिगो ग्रामीण विकास संघ,Sustainable Rural Development Association,,Rajbiraj-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,श्रृजनशील युवा क्लब,Innovative Youth Club,,Mohanpur-1,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,धर्मी हलका महिला बिकास क्लब,Dharmi Halaka Women Developmen Forum,,Lalapatti-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जन उत्थान क्लब,Public Upliftmen Club,,Hariharpur-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,भाग्यशाली किशोर तथा युवा संगम परिवार,Bhagyasali Kisor tatha Yuwa Sangam Pariwar,,Mohanpur-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,नारी रोजगार प्रवद्र्धन तथा वालवालीका संरक्षण संघ,Women Job Promotion and Children Protection Association,,"Rajbiraj-9, Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,श्रीपुर्राज सामुदायिक विकाश केन्द्र,Shreepuraj Community Development Centre,,Kusaha,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,चेतना समाज विकास केन्द्र,Awareness Society Development Centre,,"Rajbiraj-8, Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,वावा स्वयम्भु युथ सेवा सेन्टर,Baba Swayambhu Youth Service Centre,,"Garahi, Shambhunatha-4",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जीवनका लागि वातावरण,Environmen for Life,,"Kalyanpur-4,Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सरस्वती कल्याणकारी समाज,Saraswati Welfare Society,,"Rupnagar-7, Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,समेद नेपाल,Save The Nepal,,"Kunauli Road, Rajbiraj",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,वातावरण संरक्षण कोण,People's Environment Protection Angle,,"Hardia-9, Saptari",,,,,9842098512,Tej Narayan Chaudhary,"Poverty Allivation, Women Fertility, Empowerment"
Saptari,Sagarmatha,Terai,Eastern,कंकालिनी बहुउदेश्य सेवा केन्द्र,Kankalini Multipurpose Service Centre,,Bhardaha-1,,,,,9842926400,Nunu Devi Jha,"rural drinking water, poverty allivation"
Saptari,Sagarmatha,Terai,Eastern,आदर्श समाज कल्याण संघ,Aadarsha Social Welfare Association,,"Dharmpur, Aadarshatole-1",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सेतु सामुदायिक विकास मंच,Setu Community Development Forum,,Rajbiraj-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,विपन्न महिला उत्थान समूह,Distressed Women Upliftment Group,,"Fattepur, Khoriyatole-3",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,गाउँले जागरण समाज,Ghaule Jagaran Samaj,,"Bakadhuwa-9, Saptari",,,Bijaykchy@gmail.com,,9804707151,Sailendra Nai Singh,"Health, Empowerment, women fertility"
Saptari,Sagarmatha,Terai,Eastern,जनजाती वातावरण कृषि संस्कृति साहित्य कला बचाउ प्रतिष्ठान नेपाल,Save The tribes Environment Agriculture Culture Litreture and Art Council Nepal,,"Bakadhuwa, Ratawala-9",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,युवा सामुदायिक विकास केन्द्र ,Youba Community Development Centre,,Mainhasrabahu-7,,,yuwacdc@yahoo.com,,9842820677,Ajay Kumar Chaudhary,"Health, Education, Sanitation, Employment Training"
Saptari,Sagarmatha,Terai,Eastern,रुपनी यूवा आदर्श क्लब,Rupani Youth Aadarsh Club,,Rachapur-8,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सप्तरी महिला जागरण संघ,Saptari Women Awareness Association,,"Rajbiraj-6, Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,लोक कल्याण नेपाल,Lok Kalyan Nepal,,"Kalyanpur-3,Saptari",,,loknepal77@gmail.com,,9751025209,Binod Kumar Chaudhary,"Infrastructure, Income generation, human rights"
Saptari,Sagarmatha,Terai,Eastern,गौरी शंकर सामुदायिक विकास केन्द्र,GauriShankar Community Development Centre,,"Kalyanpur-6,Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सर्वोदय ग्रामिण विकास संघ,Sarbodaya Gramin Bikas Sangh,,"Bakadhuwa-6,7, Saptari",,,roshanmandar@yahoo.com,,9808204955,Nayana Devi Mandar,Women related
Saptari,Sagarmatha,Terai,Eastern,जन प्रगती युवा क्लब,Jana Pragati youth Club,,"Banarjhula, Kachila-8",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,प्रगतिशिल समाज,Progressive Society,,Theliya-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जन चेतना दलित संगम,Public Awareness Dalit Sangam,,"Madhuri, Kanakpur-6",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,समाज विकास सेवा केन्द्र,Social Development Service Centre,,Ghoghanpur-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,मातृभूमी उत्थान मञ्च,Matribhumi Upliftment Forum,,Ghoghanpur-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सामूदायिक महिला विकास केन्द्र,Community Women Development Centre,,Rajbiraj-7,,,owdecnepal@yahoo.com,,,,
Saptari,Sagarmatha,Terai,Eastern,स्टार क्लव,Star Club,,Dharampur-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,"मानव अधिकार तथा समाजिक सेवा जागरुक संस्था, नेपाल",Human Rights and Social Service Awareness Oganization Nepal,,Rajbiraj-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सेभ द सोसाइटी,Save the Society Nepal,,Rajbiraj-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,युवा सशक्तिकरण संघ – नेपाल,Youth Empowerment Trust Nepal,,Lalapatti-2,,,ysaptari@yahoo.com,,9852820927,Kishor Kumar Yadap,
Saptari,Sagarmatha,Terai,Eastern,जन कल्याण सामुदायिक विकास केन्द्र,Public Welfare Community Development Centre,,"Hardiya, Baunna-6",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,महुली सामुदायिक विकास केन्द्र,Mahuli Community Development Centre,,"Bakadhuwa-6, Saptari",,,mcdc_saptari@yahoo.com,,9842820176,Shyamkanta Chaudhary,Micro financ
Saptari,Sagarmatha,Terai,Eastern,सृजना क्लव,Srijana Club,,Rupnagar-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,द सनराईज एकिकृत विकास केन्द्र,The Sunrise Integrated Development Centre,,Malahanama-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,हेल्पलाइन नेपाल,Helpline Nepal,,Rajbiraj-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सतिकला प्रतिष्ठान नेपाल,Satikala Trust Nepal,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,महिला जागरण समिति,Women Awareness Committee,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,हिम शिखर स. ब.संस्था,Him Shikhar Sa. Ba. Organization,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,दिगो विकास केन्द्र,Sustainable Development Centre,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सामाजिक सेवा तथा जनसरोकार समाज,Social Service and Public Concern Society,,Fattepur-4,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,हेल्प लाईन नेपाल,Helpline Nepal,,Rajbiraj-3,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,कृषि वन प्र्रविधि केन्द्र,Agriculture Foresty Technology Centre,,Mohanpur-5,,,caft@jncsweb.net,,,,
Saptari,Sagarmatha,Terai,Eastern,महिला वातावरण तथा ग्रामिण विकास संस्था,Women Environment and Rural Development Organization,,Rajbiraj Municipality -1,,,werdo.saptari@gmail.com,,9842926106,Tulasi Kumar Yadav,"Health, Education, Environment, Culture"
Saptari,Sagarmatha,Terai,Eastern,"अनाथ, असक्त र पिडितहरुका लागि सेवा","Service for Orphan, Disabled and Distressed",,Dharmpur-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,ग्रामिण कल्याण समूह,Rural Welfare Group,,"Media, Hardiya-1",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सरश्र्वर सामुदायिक विकास मञ्च,Sarasrawar Community Development Forum,,Sarsrawar-2,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,एशिएन आमा नेपाल,Asian Aama Nepal,,Rupnagar-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सगरमाथा विकास मञ्च ,Everest Development Forum,,"Banarjhula, Kachila-8",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सेभ द सप्तरी  ,Save the Saptari,,Rajbiraj-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,जनचेतना समाज ,Public Awareness Society,,Rajbiraj-6,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,विकासका लागि सहयोगी हातहरु ,Helping Hands for Development ,,Rajbiraj-2,,,rex_br_4@yahoo.com,,,,
Saptari,Sagarmatha,Terai,Eastern,मानव कल्याण तथा सामुदायिक विकास केन्द्र ,Human Welfare and Community Development Centre,,"Kabilasha-1, Saptari",,,,,9807721362,Arbinda Kumar Chaudhary,"environment, empowerment"
Saptari,Sagarmatha,Terai,Eastern,भवानी महिला तथा बालबालिका सामुदायिक विकास केन्द्र ,Bhawani Women and Children Community Development Centre,,"Jandaul-8, Bhawanipur",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,मुसहरनियाँ सामुदायिक विकास केन्द्र ,Musaharaniya Community Development Centre,,Malahanama-9,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,बाल अधिकार तथा वातावरण समाज नेपाल ,Child Rights and Environment Society Nepal,,Rajbiraj-7,,,cresnepl@ntc.net .np,,,,
Saptari,Sagarmatha,Terai,Eastern,मधेस विकास समाज नेपाल ,Madhes Development Society Nepal,,Rajbiraj-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सामुदायिक विकास तथा मानव अधिकार संरक्षण केन्द्र ,Society  Development and Human Rights Protect Centre,,Rajbiraj-5,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सचेत नागरिक समाज ,Conscious Civil Society,,Khadakapur-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सबल नेपाल ,Sabal Nepal,,Rajbiraj Municipality -1,,,sabalnepal2062@gmail.com,,9842820405,Dipak Kumar Jha,"health, education,  Sanitation"
Saptari,Sagarmatha,Terai,Eastern,सहयोगी नेपाल ,Helpers Nepal,,"Rajbiraj-7, Saptari",,,helpersnepal2003@gmail.com,,9842820277,Narendra Yadav,"Education, awareness program, health, agriculture, Income generation "
Saptari,Sagarmatha,Terai,Eastern,सामाजिक संरक्षण तथा मानव विकास नेपाल ,Save the Society and Human Development Nepal,,"Rajbiraj-8, Saptari",,,sshdhdnepal@gmail.com,,,Jitendra Pd Dev,"Education, awareness program, health, agriculture"
Saptari,Sagarmatha,Terai,Eastern,सामुदायिक विकास तथा परिवर्तन केन्द्र ,Communtiy Devleopment and Changing Centre,,Sitapur-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सप्तरी सामुदायिक विकास केन्द्र नेपाल ,Saptari Community Development Centre,,"Rajbiraj-6, Khairsal tole",,,scdc.np@gmail.com,,9852820651,Sambhunanda Chaudhary,"Education, Youth mobilization and awareness program"
Saptari,Sagarmatha,Terai,Eastern,युवा सामुदायिक विकास केन्द्र ,Youth Community Development Centre ,,,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,मानव अधिकार तथा सामुदायिक विकास केन्द्र ,Human Right and Community Development Center,,"Rajbiraj-4, Sarbodaya tole",,,hucodec_np@ntc.net.np/hucodec.np@gmail.com,,9841538683,Dinesh Kumar Yadap,community development
Saptari,Sagarmatha,Terai,Eastern,सर्वोदय विकास मञ्च ,Multiple Development forum,,Rajbiraj-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,शम्भुनाथ जिल्ला कृषक समूह संघ ,Shambhunath District Farmer Groups Association,,Rajbiraj-4,,,dfgasaptari@gmail.com,,,,
Saptari,Sagarmatha,Terai,Eastern,छिन्नमस्ता विकास संघ ,chhinnamasta bikasha sewa,,Rajbiraj-7,,,binodsapti@gmaol.com,,,,
Saptari,Sagarmatha,Terai,Eastern,बौद्धिक अपाङ्गताका अभिभावक संघ ,Guardian's Federation of Person With Intellectual Disabilities,,"Rajbiraj-9, Saptari",,,,,,,
Saptari,Sagarmatha,Terai,Eastern,सगरमाथा अपाङ्ग कल्याण संघ ,Sagarmatha Welfare Association of the Disable,,"Rajbiraj-9, Saptari",,,,,9852820382,Baldev Kumar Mandal,"Socio-economic , political, Income generation "
Saptari,Sagarmatha,Terai,Eastern,नागरिक समाज ,Civic Society ,,Kanchanpur-7,,,,,,,
Saptari,Sagarmatha,Terai,Eastern,लोकतान्त्रिक जन विकास समाज ,Democratic Public Development Society,,Rajbiraj-7,,,dpds.rasbiras@yahoo.com,,,,
Siraha,Sagarmatha,Terai,Eastern,मिलन केन्द्र,Milan Kendra,,,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,माडर युवा क्लव,Madar Youth Club,,,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सनराइज युवा क्लव,Sun Rise Youth Club,,"Kudawa, Hamunamnagar-8",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सद्भावना समाज,Sadabhawan Samaj,,Siraha-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,जन ज्योती युवा समुदाय,Jana Jyoti Yuwa Samudaya,,"chandralalpur, Choharwa-6",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,राष्ट्रिय जाग्रीती युवा क्लव,Ratriya Jagriti Yuwa Club,,chandralalpur-7,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दिव्य प्रकास युवा क्लव,Divya Prakash Youth Club,,Chandra Aayodhyapur-1,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,समाज कल्याण समिति,Social Welfare Committee,,Madar-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,नेपाल जनकल्याण लिपीकार संघ,Nepal Public Welfare Lipikar Sangh,,Malpot,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,दिप क्लव,Deep club,,Naraha Rigaul,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सृजना क्लव,Srijana Club,,"Chohara, Chandralalpur-2",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,महिला आर्दश सेवा समिति,Mahila Aadarsha Sewa Samiti,,Siraha-4,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,ग्राम सेवी समुह,Gram Sewi Samuha,,Padariya-5,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सामुदायिक विकास केन्द्र,Community Development Centre,,Phulkahakatti-9,,,,,,,
Siraha,Sagarmatha,Terai,Eastern,सरस्वती युवा क्लव,Saraswati Youth Club,,"Aayodhyanagar-9, Kusaha",,,,,,,
Siraha,Sagarmatha,Terai,Eastern,भवानी युथ क्लव,Bhawani Youth Club,,Bhawanipur-3,,,,,,,
