District,Zone,Geographical Region,Development Region,Name of NGO in Nepali,Name of NGO in English,Acronym,Address,Telephone,Fax,Email,Website,Office Mobile,Contact Person,Working Sector
Doti,Seti,Hill,Far-Western,सेतो गुराँस बाल बिकास सेवा ,Seto Gurans  Children Development Centre,,Dipayal Silgadhi-2,420381,,,,,,
Doti,Seti,Hill,Far-Western,केदारेश्वर सामाजिक उत्थान समूह ,Kedareswor Social Progressive Group,,Dipayal Silgadhi-11,094-420124,,kbikram_m@yahoo.com,,,,
Doti,Seti,Hill,Far-Western,युवा हातेमालो नेपाल ,Youth Hatemalo Nepal,,"Mahadevsthan-1, Kinnekada Tole",091-24858/9749009608,,moshd77@yahoo.com,,,,
Doti,Seti,Hill,Far-Western,मानव तथा वातावरणीय विकास केन्द्र ,Human and Environment Development Centre,,Satfari-4,094-440417,,,,,,
Doti,Seti,Hill,Far-Western,ग्रामीण समुदाय विकास केन्द्र ,Rural Community Development Centre,,"Ghangla-6, Chawala",,,,,,,
Doti,Seti,Hill,Far-Western,प्राविधिक सामाजिक विकास सेवा ,Technology Social Development Service,,"Dipayal Silgadhi-1, Nachnthali",094-420071,,,,,,
Doti,Seti,Hill,Far-Western,जनजागरण समाज सुधार नेपाल ,Public Awareness Society Improvement Nepal,,,,,,,,,
Doti,Seti,Hill,Far-Western,ग्रामीण जागरण समाज नेपाल ,Rural Awareness Society Nepal,,Dahakalikasthan-1,,,,,,,
Doti,Seti,Hill,Far-Western,दुर्गम ग्रामीण विकास केन्द्र ,Remote Rural Development Centre,,Dirghamandu -2,,,,,,,
Doti,Seti,Hill,Far-Western,समाज विकास केन्द्र ,Social Development Centre,,Girichauka-9,,,,,,,
Doti,Seti,Hill,Far-Western,समाजसेवी युवा क्लव सबखोला ,Social Worker Youth Club Sabkhola,,Girichauka,,,,,,,
Doti,Seti,Hill,Far-Western,सहभागितामूलक समाज विकास नेपाल ,Participatory Social Development Nepal,,"Saraswati-7, Rautkatte",,,,,,,
Doti,Seti,Hill,Far-Western,राष्ट्रिय समाज विकास केन्द्र ,National Social Development Centre,,Dipayal Silgadhi-1,,,,,,,
Doti,Seti,Hill,Far-Western,ग्रामीण उत्थान समाज सेवा नेपाल ,Rural Progressive Social Service Nepal,,Chhatiwan-4,,,,,,,
Doti,Seti,Hill,Far-Western,परिवर्तन विकास समाज नेपाल ,Changing Development Society Nepal,,"Laxminagar-2, Jorayal",091-694574,,,,,,
Doti,Seti,Hill,Far-Western,समाज सहयोग नेपाल ,Social Helping Nepal,,"Sanagaun-2, Ringkot",094-690074,,,,,,
Doti,Seti,Hill,Far-Western,जनसेवा केन्द्र ,Public Service Centre,,Dipayal Silgadhi-1,,,,,,,
Doti,Seti,Hill,Far-Western,सामुदायिक विकास सेवा केन्द्र ,Community Development Service Centre,,"Khirsain-4, Gairaghar",094-420308,,,,,,
Doti,Seti,Hill,Far-Western,नेपाल एकिकृत विकास समाज ,Nepal Integrated Development Society,,Dipayal Silgadhi-2,094-420032,,nidsdoti@gmail.com,,,,
Doti,Seti,Hill,Far-Western,अपाङ्ग सेवा संघ ,Disabled Service Association,,Dipayal Silgadhi-2,094-420093,,bharatimahadav@gmail.com,,,,
Doti,Seti,Hill,Far-Western,पश्चिम सिर्जनशील समाज ,Western Creative Society,,Gadhasera-3,094-440072,,tekendra1982@gmail.com,,,,
Doti,Seti,Hill,Far-Western,बोक्टान स्रोत विकास समूह ,Boktan Resource Development Group,,"Nirauli, Barchhen-1",091-694569,,,,,,
Doti,Seti,Hill,Far-Western,मास नेपाल ,Mass Nepal,,"Silgadhi-7, Pipalla",9749018766,,pukarg20099@gmail.com,,,,
Doti,Seti,Hill,Far-Western,समानता अभियान केन्द्र ,Equal Campaign Centre,,Ranagaun-5,9848476053,,,,,,
Doti,Seti,Hill,Far-Western,युवा सञ्जाल डोटी ,Youth Network Doti,,"Silgadhi-2, Sailebbari",9848478604,,,,,,
Doti,Seti,Hill,Far-Western,उर्जा सेवा केन्द्र ,Urja Sewa Kendra,,Daud -2,9848488013,,shinghyb@yahoo.com.np,,,,
Doti,Seti,Hill,Far-Western,महिला अधिकार मञ्च ,Women Rights Forum,,Silgadhi-2,094-690338,,,,,,
Doti,Seti,Hill,Far-Western,सामुदायिक सचेतना केन्द्र ,Community Awareness Centre,,Tijanle-3,9848431740,,,,,,
Doti,Seti,Hill,Far-Western,पश्चिमसेती प्रभावित क्षेत्र जनसरोकार समिति ,Western Seti Effective Area Public Concern Committee,,Mahadevsthan-9,9749008554,,,,,,
Doti,Seti,Hill,Far-Western,ग्रामीण दलित एकता केन्द्र ,Rural Dalit Unity Centre,,Saraswatinagar-6,9749009377,,,,,,
Doti,Seti,Hill,Far-Western,टेडी समाज सुधार महिला समिति ,Tedi Social Improvement Women Committee,,Lamikhal-2,,,,,,,
Doti,Seti,Hill,Far-Western,महिला वातावरण तथा संरक्षण मञ्च ,Women Environment and Protection Forum,,"Silgadhi-1, Nachanthali",094-420045,,,,,,
Doti,Seti,Hill,Far-Western,सामुदायिक उत्थान अभियान केन्द्र ,Community Progressive Campaign Centre,,Laxminagar-4,094-420234,,virkuti@gmail.com,,,,
Doti,Seti,Hill,Far-Western,सामाजिक सशक्तिकरण तथा पहुँच विकास केन्द्र (सेवक) नेपाल,Social Empowerment and Access Development Centre Nepal,,"Silgadhi-1, Nachanthali",094-420561,,,,,,
Doti,Seti,Hill,Far-Western,स्थानीय स्रोत विकास केन्द्र ,Local Resource Development Centre,,Kedar Akhada-2,9759000845,,,,,,
Doti,Seti,Hill,Far-Western,आधुनिक सीप विकास मञ्च नेपाल,Modren Skill Development Forum Nepal,,Lamikhal-1,9749011648,,kbluhar@hotmail.com,,,,
Kailali,Seti,Terai,Far-Western,जय केदार ग्रामीण यूवा स्वाबलम्वन केन्द्र,Jaya Kedar Rural Youth Sefl Reliance Centre,,Durgauli-1,,,,,,,
Kailali,Seti,Terai,Far-Western,नेपाल राष्ट्रिय दलित समाज कल्याण संघ,Nepal National Dalit Society Welfare Oganization,NNDSWA,Dhanagadhi,91522966,,nndswoa@ugratara.com.np,,91522966.0,chatra telar ,"health, Education, poverty "
Kailali,Seti,Terai,Far-Western,थारु तथा राजि महिला समाज,Tharu and Raji Women Society,,Khailada-3,,,,,,,
Kailali,Seti,Terai,Far-Western,सिर्जनशिल समाजको सिर्जना,Creation of Creative Society,ccs,Hasanpur-4,o92524013,,ccs@ugratara .com.np,,91524013.0,Rabin pant ,
Kailali,Seti,Terai,Far-Western,ग्रामीण चेतना मञ्च,Rural Awreness Forum,,Kailali,,,,,,,
Kailali,Seti,Terai,Far-Western,महिला विकास समाज,Women Development Society,WDS,Banadevi Road,524858,,wds_np@yahoo.com,,,Bimla Pant,Women empowerment
Kailali,Seti,Terai,Far-Western,सुकुम्वासी उत्थान समाज,Sukumbasi Upliftment Society,LRS,Geta -8,520015,,Landless@ntc.net.np,,,Chandra Saud,Agriculture
Kailali,Seti,Terai,Far-Western,कमैया प्रथा उन्मूलन समाज,Kamiya Partah Unmulan Samaj,,Chaumala-3,,,,,,,
Kailali,Seti,Terai,Far-Western,मानव संशाधन विकास केन्द्र,Human Resource Development Centre,,,,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायिक विकास मञ्च,Community Development Forum,,,,,,,,,
Kailali,Seti,Terai,Far-Western,यूवा जागरण मिलन केन्द्र,Yuwa Jagaran Milan Kendra,,,,,,,,,
Kailali,Seti,Terai,Far-Western,नवज्योती यूवा क्लव,Nawa Joyti Youth Club,,,,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायीक जनशक्ति विकास केन्द्र,Samudayik Janashakti Bikas Kendra,,Setopul,523525,,,,,Dilla Ram Serpali,resical discrimination allivation
Kailali,Seti,Terai,Far-Western,सुदुर पश्चिम नेपाल नाट्य समुह,Far Western  Nepal Drama Group,,,,,,,,,
Kailali,Seti,Terai,Far-Western,सामाजिक विकासको लागी सचेत समाज,Conscious Society for Social Development,CSSD,Hasanpur,520176,,ccdk@ntc.net,,,Bal Bahadur Shiladhar,Disaster Preventaion
Kailali,Seti,Terai,Far-Western,नेपाल दलित उत्थान केन्द्र,Nepal Dalit Progressive Centre,Neduk,Dhangadhi-1,520570,,neduk@yahoo.com,,,Nirpa Odd,"health, Education, poverty "
Kailali,Seti,Terai,Far-Western,सशक्तिकरण मूल समिति,Empowerment Main Committee,,Urma,,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायिक ग्रामिण विकास केन्द्र,Community Rural Development Centre,,Dhangadhi,,,,,,,
Kailali,Seti,Terai,Far-Western,सुदूर पश्चिमाञ्चल नेपाल साँस्कृतिक समूह,Far Western  Development Nepal Cultural Group,,,,,,,,,
Kailali,Seti,Terai,Far-Western,एकता समाज श्रीपुर,Unity Society Shreepur,,Shreepur,,,,,,,
Kailali,Seti,Terai,Far-Western,युवा जन कल्याण मिलन केन्द्र,Youth Awakening Centralizeation Point,,,,,,,,,
Kailali,Seti,Terai,Far-Western,बाल कल्याण संघ,Welfare Association For Children ,,Tikapur-9,,,,,,,
Kailali,Seti,Terai,Far-Western,ग्रामिण महिला कल्याण सेवा केन्द्र,Rural Women Welfare Service Centre,,,,,,,,,
Kailali,Seti,Terai,Far-Western,जन चेतना समाज,Public Awareness Society,PAS,Chamaula-3,091-529125,,pas_09@yahoo.com,,,Prem Raj Ojha,"Helth, education and income generation"
Kailali,Seti,Terai,Far-Western,समग्र महिला विकास केन्द्र,Whole Women Development Centre,,Tikapur-9,091-560537,,,,,Binita Karki,Women and Dalit
Kailali,Seti,Terai,Far-Western,सर्वाङ्गिण विकास केन्द्र,Sarwangin Bikas Kendra,HDC,Dhangadhi-1,24417,,,,,Ramesh Basnet,
Kailali,Seti,Terai,Far-Western,जन चेतना तथा युवा जागरण मंच–नेपाल,Public Conscious and Youth Awareness Fourm Nepal,FAYA Nepal,Dhangadhi-5,524329,,fayanepal@hotmail.com,,,Dhanpati Dhungel,Women empowerment
Kailali,Seti,Terai,Far-Western,सामाजिक जागरण तथा द्वन्द्व व्यवस्थापन समाज,Social Awareness and Conflict Settlement Society,,Dhangadhi-4,522415,,,,,,
Kailali,Seti,Terai,Far-Western,सामाजिक रुपान्तरण केन्द्र,Social Transformation Centre,CST,Dhangadhi-1,091-5245547,,,,,Bala Ram Bhattarai,Legal advocacy and human right
Kailali,Seti,Terai,Far-Western,सामाजिक परिवर्तनका लागि महिला जागरण मंच नेपाल,Women Awareness Forum for Social Change,,Dhangadhi,91,,,,,,
Kailali,Seti,Terai,Far-Western,महिला सशक्तिकरण अभियान,Women Empowerment Campaign,,Dhangadhi-3,521585,,,,,,
Kailali,Seti,Terai,Far-Western,समाज विकासमा गतिशिलता,Mobility in Social Development,DIDS,Kailali,523585,,didskailali@yahoo.com,,,Ram Bahadur Deuba,"Human Right, women and agriculture"
Kailali,Seti,Terai,Far-Western,सृजनशील महिला समाज,Creative Women Society,SCW,Dhangadhi-5,520664,,scw@yahoo.com,,,Sakuntala Bhatta,Income generation and skill development
Kailali,Seti,Terai,Far-Western,आवास तथा सामुदायिक साझेदारी विकास संस्था,Voice and Community Partnership Development Organization,,,,,,,,,
Kailali,Seti,Terai,Far-Western,सामाजिक विकास केन्द्र,Social Development Centre,,Dhangadhi-8,520153,,,,,Chandra Tamrakar,Literacy
Kailali,Seti,Terai,Far-Western,आदर्श सेवा समाज,Aadarsha Sewa Samaj,,Dhangadhi-8,091-522622,,,,,,
Kailali,Seti,Terai,Far-Western,नेपाल दलित एवं जनजाती एकता समाज सेवा संस्था,Nepal Dalit and Janajati Unity Social Service Organization,,Dhangadhi-12,,,,,,,
Kailali,Seti,Terai,Far-Western,दलित जागरण केन्द्र,Centre For Dalit Empowerment,,Dhangadhi-1,091-524540,,,,,,
Kailali,Seti,Terai,Far-Western,दलित जनजागरण तथा शैक्षिक मञ्च,Dalit Public Awareness and Educational Forum,,Dhangadhi-12,520091,,,,,,
Kailali,Seti,Terai,Far-Western,असहाय अविकसित तथा पछौटे समुदायको सशक्तिकरण,Empowerment for Helpless Disadvanced and Backward Communities,,Dhangadhi,522929,,,,,,
Kailali,Seti,Terai,Far-Western,सामाजिक सेवा विकास केन्द्र,Social Service Development Centre,,Tikapur-9,091-560279,,,,,,
Kailali,Seti,Terai,Far-Western,द्वन्द पिडित सहायता केन्द्र,Conflict Victim Helping Centre,,Dhangadhi-5,091-520842,,,,,Gopal Bdr Deuba,"health, Education, poverty "
Kailali,Seti,Terai,Far-Western,एकीकृत समाज विकास केन्द्र–नेपाल,Integrated Social Development Centre- Nepal,CISD,Dhangadhi-4,523715,,cisd_nepal@yahoo.com,,,Devi prasad khanal,Social development
Kailali,Seti,Terai,Far-Western,कैलाली अपाङ्ग संघ,Kailali Disabled Organization,,Tikapur-14,560684,,,,,,
Kailali,Seti,Terai,Far-Western,हामी,Hami,,Tikapur-9,560425,,,,,,
Kailali,Seti,Terai,Far-Western,पिडित मुक्ति समाज ,Victim Freedom Society,,Gadariya -4,621009,,,,,,
Kailali,Seti,Terai,Far-Western,राष्ट्रिय दलित नेटवर्क नेपाल ,National Dalit Network Nepal,RDN,Dhangadhi-1,520604,,gaps2rdn@yahoo.com,,,Ganesh BK,Dalit
Kailali,Seti,Terai,Far-Western,दलित एकता समाज ,Dalit Unity Society,,Lalbojhi -6,,,,,,,
Kailali,Seti,Terai,Far-Western,टिकापुर प्राज्ञिक समाज ,Tikapur Academic Society,,Tikapur-9,560907,,,,,,
Kailali,Seti,Terai,Far-Western,समाजको लागि सर्वाङ्गिन सेवा ,Wholistic Ministry For Society,,Dhangadhi-5,522145,,,,,,
Kailali,Seti,Terai,Far-Western,समाज विकास मञ्च नेपाल ,Social Development Forum Nepal,,Bhajani-3,091-580125,,,,,,
Kailali,Seti,Terai,Far-Western,वातावरण कृषि तथा ग्रामीण विकास समाज नेपाल ,Environment Agriculture and Rural Development Society Nepal,,Bhajani-5,524224,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायिक जनजागरण बहुउद्देश्यीय युवा क्लब,Community Public Awareness Multipurpose Youth Club,,Udasipur-5,091-621000,,,,,,
Kailali,Seti,Terai,Far-Western,महुन्याल कृषक समाज ,Mahunyal Farmer Society,,Bhajani-3,580127,,,,,,
Kailali,Seti,Terai,Far-Western,चेतनशील समाज ,Chetanashil Samaj,,Bhajani-3,580112,,,,,,
Kailali,Seti,Terai,Far-Western,गरिव उत्थान समाज ,Poverty Progressive Society,,Khailad-6,091-580168,,,,,,
Kailali,Seti,Terai,Far-Western,ग्रामीण विकासका लागि सामुहिक मञ्च ,Collective Forum for Rural Development,,Tikapur-9,091-560606,,,,,,
Kailali,Seti,Terai,Far-Western,सशक्तिकरण तथा वातावरण संरक्षण मञ्च (सिन नेपाल),society For Empowerment and Environment Conservation Forum Nepal,,Tikapur-9,560051,,,,,,
Kailali,Seti,Terai,Far-Western,समाज कल्याण विकास केन्द्र ,Social Welfare Development Centre,,Darakha -5,560777,,,,,,
Kailali,Seti,Terai,Far-Western,ग्रामीण स्वरोजगार सेवा केन्द्र ,Rural Self Employment Service Center,,Dhangadhi-1,091-53560,,,,,,
Kailali,Seti,Terai,Far-Western,मुश्लिम समाज सेवा ,Muslim Sewa Samaj,,Dhangadhi-1,522190,,,,,,
Kailali,Seti,Terai,Far-Western,सिर्जनात्मक दिगो विकास समाज ,Creative Sustainable Development Society,CSDS,Godawari-1,9858421159,,,,,,
Kailali,Seti,Terai,Far-Western,जनउत्थान समाज ,Public Progressive Society,,Lalbojhi -5,091-580214,,,,,,
Kailali,Seti,Terai,Far-Western,अवसर विकास केन्द्र ,Opportunity Development  Centre,,Dhangadhi-5,9858421282,,,,,,
Kailali,Seti,Terai,Far-Western,जनचेतना तथा विकास अभियान ,Public Awareness and Development Campaign,,Dhangadhi-1,525027,,,,,,
Kailali,Seti,Terai,Far-Western,स्वास्थ्य वातावरण र सरसफाई कार्यक्रम ,Health Enviornment and Sanitation Program,,Dhangadhi-5,527062,,,,,,
Kailali,Seti,Terai,Far-Western,महिला तथा बालबालिका र पर्यावरण प्रवद्र्धन समाज,"Women, Children and Enviornment Promotion Society",,Dhangadhi-5,522455,,,,,,
Kailali,Seti,Terai,Far-Western,मिलेनियम गौतम मेमोरियल ट्रष्ट ,Mellenium Gautam Memorial Trust,,Dhanagadhi-1,091-524329,,,,,,
Kailali,Seti,Terai,Far-Western,संजिवनी समाज ,Sanjiwani Samaj,,Dhanagadhi-1,520507,,,,,,
Kailali,Seti,Terai,Far-Western,विकास आयोजना सेवा केन्द्र नेपाल ,Development Project Service Centre Nepal,,Dhanagadhi-4,9841381370,,,,,,
Kailali,Seti,Terai,Far-Western,समुदायको लागि वन वातावरण मञ्च नेपाल ,Foresty Environment Forum Nepal for Community,SBBM,Dhangadhi-1,091-525763,,,,,Ser Bahadur Basnet,
Kailali,Seti,Terai,Far-Western,पैरवी समाज विकास केन्द्र ,Advocacy Society Development Centre,,Dhanagadhi-5,091-525125,,dbli2005@yahoo.com,,,,
Kailali,Seti,Terai,Far-Western,समाज सेवा समिति ,Society Service Committee,,Chaumala-3,091-621230,,,,,,
Kailali,Seti,Terai,Far-Western,दिगो विकास समाज ,Sustainable Development Society,,Bhajani-3,091-580214,,,,,,
Kailali,Seti,Terai,Far-Western,श्री मालिका समुदायिक विकास मञ्च नेपाल ,Shree Malika Community Development Forum Nepal,,"Dhangadahi-2, Bhansar Road",091-526253,,,,,Santos Koirala,
Kailali,Seti,Terai,Far-Western,दलित उत्पीडित सेवा समाज ,Dippersed Upliftment Of Society,DUSH,"Chuha-3, Tidhari",9848427981,,,,,Gopal Singh B.K.,
Kailali,Seti,Terai,Far-Western,नेपाल वहुउद्देश्यीय जनकल्याण संस्था  ,Nepal Multipurpose Public Welfare Organization,,Tikapur-9,091-693380,,,,,Ransingh Khada,
Kailali,Seti,Terai,Far-Western,असहाय सेवा संघ ,Helpless Service Orgnization,,Dhangadhi-5 Hasanpur,091-526670,,,,,Dharma Raj Joshi,
Kailali,Seti,Terai,Far-Western,आदर्श युवा क्लब ,Aadarsha Youth Club,,"Darakha -7, Saraiya",,,,,,Dharma Nanda Awasthi,
Kailali,Seti,Terai,Far-Western,कैलाली युनेस्को संगी शिक्षा कार्यक्रम नेपाल ,Kailali UESCO Friends Education Program Nepal,,Taranagar-5,9848420344,,,,,Biswa Prakash Paudel,
Kailali,Seti,Terai,Far-Western,लोकतान्त्रिक विकास समाज ,Democratic Development Society,,Dhangadhi-2 Santosi Tole,9749006399,,,,,Ram Lal Joshi,
Kailali,Seti,Terai,Far-Western,ग्रामीण विकास तथा अनुसन्धान केन्द्र ,Rural Development and Research Centre,,Taranagar-5,091-5248816,,,,,Rabin Kanta Pantha,
Kailali,Seti,Terai,Far-Western,मुक्त कमैया महिला विकास मञ्च  ,Free Kamlahai Women Development Forum,,"Dhangadhi-5 ,Hasanpur",091-692147,,,,,Kausila Chaudhary,
Kailali,Seti,Terai,Far-Western,तारा महिला समूह ,Tara Women Group,,"Chaumala9-,Kuchauni",9848426635,,,,,Sanchi Chaudahary,
Kailali,Seti,Terai,Far-Western,"सामाजिक शैक्षिक, संरक्षण तथा वातावरणीय विकास ",Social Educaitonal Protection and Environmental Development,Speed Nepal,Tiakpur-9,560654,,,,,Lalita Sunar,
Kailali,Seti,Terai,Far-Western,दृष्टि नेपाल ,Dristi Nepal,,"Dhangadhi-3, Bisalnagar",091-524697,,vsndhn@yahoo.com,,,Lal Bd. Thapa,
Kailali,Seti,Terai,Far-Western,सामाजिक वातावरणीय शिक्षा तथा विकास ,Social Environmental Education and Development,SEED,"Dhangadhi-4, Uttarbehedi",091-523585,,,,,Shree Ram Kepachhaki,
Kailali,Seti,Terai,Far-Western,सामाजिक कल्याण र सहायता संगठन नेपाल,Social Welfare and Helping Organization,,"Thapapur-5, Antariya",9848426635,,,,,Bal Bahadur Saud,
Kailali,Seti,Terai,Far-Western,दिगो विकासको लागि सहयोगी हातहरु ,Helping Hands for Sustainable Development,,Dhangadhi-2 Chauraha,9749010478,,,,,Karna Bd. Hamal,
Kailali,Seti,Terai,Far-Western,समावेशी सामाजिक जनवकालत मञ्च ,Inclusive Social Advocacy Forum,INSAF,"Dhangadhi -1, Shivanagar","091-526401,9848430085",,,,,Parvati Aagri,
Kailali,Seti,Terai,Far-Western,महिला मुक्ति अभियान नेपाल ,"Women Free Campagin, Nepal",,"Dhangadhi-7, Campus Road","091-520288,9848425294",,,,,Shova Joshi Shrestha,
Kailali,Seti,Terai,Far-Western,समाज सुधार केन्द्र ,Society Reform Centre,SAC,"Dhangadhi-5, Hasnpur","091-691130,9848421000",,,,,Bhoj Raj Bhandari,
Kailali,Seti,Terai,Far-Western,मानव अधिकार सचेतन तथा सामाजिक विकास केन्द्र ,Human Rights Awarness and Social Development Centre,,Tikapur-9,9848422398,,huradctkp@yahoo.com,,,Phiru Lal Chaudhary,
Kailali,Seti,Terai,Far-Western,बसन्ता वन क्षेत्र सामुदायिक वन उपभोक्ता समूह  ,Basanta Forest Area Community Forestry Consumer Group,,Hasuliya-5,091-690003,,,,,Cheduram Chaudhary,
Kailali,Seti,Terai,Far-Western,महेश स्मृति प्रतिष्ठान ,Mahesh Memorial Foundation,,Dhangadhi-5 Hasanpur,091-521053,,,,,Rita Sharma,
Kailali,Seti,Terai,Far-Western,थारु महिला सञ्जाल ,Tharu Women Network,TWN,Dhangadhi-5,091-523969,,,,,Tara Chaudhary,
Kailali,Seti,Terai,Far-Western,सामाजिक विकास मञ्च ,Social Development Forum,,Dhangadhi-1,091-526800,,devganesh49@yahoo.com,,,Shiv Raj Parki,
Kailali,Seti,Terai,Far-Western,मुश्लिम महिला विकास केन्द्र ,Muslim Women Development Centre,,Dhangadhi-1,98484461881,,,,,Dammari Thakur,
Kailali,Seti,Terai,Far-Western,शैक्षिक विकासका लागि सामुदायिक मञ्च नेपाल ,Community Forum for Educational Development Nepal,,"Dhangadhi-5, Taranagar",091-527160,,,,,Viswa  Prakash Paudel,
Kailali,Seti,Terai,Far-Western,महिला जागरण तथा सशक्तिकरण समाज ,Women's Awareness and Empowerment Society,,Dhangadhi-8,091-524048,,,,,Laxmi Bhandari,
Kailali,Seti,Terai,Far-Western,स्पेशल टास्क एजुकेशसनल प्रोग्राम नेपाल ,Special Task Educational Program Nepal,,Dhangadhi-1,,,,,,Pushkar Sharma Joshi,
Kailali,Seti,Terai,Far-Western,मानव अधिकार तथा ग्रामीण विकास समाज ,Human Rights and Rural Development Society,,Dhangadhi-1,522544,,,,,Laxmi Upadhaya,
Kailali,Seti,Terai,Far-Western,सिमसार क्षेत्र जनसरोकार केन्द्र  ,Marshy Land Area Public Concern Centre,,Darakha-5,9848464488,,harinda_33joshi@yahoo.com,,,Harinanda Joshi,
Kailali,Seti,Terai,Far-Western,गतिशिल विकास समाज ,Development Of Dynamic Society,DDS,"Dhangadhi-5, Hasnpur",091-523644,,,,,Pashu Narayan Chaudhary,
Kailali,Seti,Terai,Far-Western,युनाइटेड युथ भिजन ,United Youth Vison,,Dhangadhi-2,9858420108,,,,,Raj Kumar Shrestha,
Kailali,Seti,Terai,Far-Western,पहलमानपुर सामुदायिक वन समन्वय समिति ,Pahalmanpur Community Foresty Coordination Committee,,Pahalmanpur-1,9741048516 and 9848462559,,,,,,
Kailali,Seti,Terai,Far-Western,समाज कल्याणका लागि सहयोगी हात नेपाल ,Helping Hand for Social Welfare,,Baliya-1,091-540246,,,,,Kul Pd. Timsina,
Kailali,Seti,Terai,Far-Western,नेशनल युवा क्लव ,National Youth Club,,"Dhangadhi-3, NationalMarg",091-526328 and 9848494676,,pr_dg2009@yahoo.com,,,Pradeep Dangi,
Kailali,Seti,Terai,Far-Western,जैविक विविधता तथा सिमसार क्षेत्र संरक्षण संघ  ,Jaibik Bibhidata tatha Simsar Kshetra Samrakshana Sangh,,"Darakha-5, Sukhad",9848425868and 9848425811,,,,,Yam Bd. Bam,
Kailali,Seti,Terai,Far-Western,शान्ति युवा समिति ,Peace Youth Committee,,Dhangadhi-1,091-521853 and 9848454261,,,,,Gambheer Mani Rasaili,
Kailali,Seti,Terai,Far-Western,दर्शन कल्याणकारी समाज ,Darsan Welfare Society,,"Dhangadhi-5, Hasnpur",091-523057 and 9749005206,,,,,Dipendra Bd. Shahi,
Kailali,Seti,Terai,Far-Western,घोडाघोडी तथा साँस्कृतिक संरक्षण समाज ,Ghoda Ghodi and Cultural Protection Society,,"Darkha-5, Sukhada",091690493 and 9848430123,,,,,Jaya Narayan Chaudhary,
Kailali,Seti,Terai,Far-Western,ग्लोबल अध्ययन तथा विकास क्षेत्र नेपाल ,Global Study and Development Area Nepal,,"Dhangadhi-5, Taranagar",091-526416,,gnepal2008@yahoo.com,,,Tej Prakash Upadhaya,
Kailali,Seti,Terai,Far-Western,सिर्जनशील सामुदायिक विकास केन्द्र ,Srijanshil Community Development Centre,,Malakheti-7,551030,,,,,Hari Sid Saud,
Kailali,Seti,Terai,Far-Western,गाउँ विकास तथा वातावरण संरक्षण समाज ,Village Development and Environment Conversation society,VDECS,Balipa-3,091-540016,,,,,Rupesh Swar,
Kailali,Seti,Terai,Far-Western,समाज सेवा मञ्च ,Social Service Forum,,Sadepani-4,091-523057,,,,,Dipendra Bd. Shahi,
Kailali,Seti,Terai,Far-Western,नारी उत्थान मञ्च ,Women Upliftment Forum,,"Dhangadhi-1, Pasupati Tole",091-521119 and 9848430655,,forum.women@yahoo.com,,,Nirmala Bagchand,
Kailali,Seti,Terai,Far-Western,परिवर्तनका लागि कार्यरत युवा समूह ,Youth Acting for Change,YAC,"Dhangadhi-5, Hasnpur",091-521361 and 9749002554,,yacnepal@yahoo.com,,,Bal Bd. Rokaya,
Kailali,Seti,Terai,Far-Western,सामुदायिक वन समन्वय समिति ,Community Foresty Coordination Committee,,"Masuriya-4, Badhaipur",9749012036,,,,,,
Kailali,Seti,Terai,Far-Western,भजनी रेञ्जपोष्ट स्तरीय सा.व.उ.स. समन्वय समिति ,Bhajani Renjpost Level Sa.B. U. Sa. Coordination Committee,,Bhajani-3,091-693903,,,,,Gyan Bd. Shahi,
Kailali,Seti,Terai,Far-Western,उज्यालो सुदूरपश्चिमका लागि मिडिया सञ्जाल ,Media Network for Shining Farwestern,,"Geta -3, Uttariya",984826147,,,,,,
Kailali,Seti,Terai,Far-Western,सेतो गुराँस बाल विकास सेवा ,Seto Guransa Children Development Service,,Dhangadhi-5,091-522317,,,,,,
Kailali,Seti,Terai,Far-Western,दिगो विकास समाज ,Sustainable Development Society,,Geta-2,9848423993,,,,,,
Kailali,Seti,Terai,Far-Western,सामुदायिक विकास समाज नेपाल ,Community Development Society Nepal,,Shreepur-4,,,,,,,
Kailali,Seti,Terai,Far-Western,जनक्रान्तिका घाइते तथा अपाङ्ग संरक्षण मञ्च,Jana Krantika Ghaite tatha Aapanga Samrakshana Manch,,"Baliya-8, Lamki",9749018858,,,,,Prem Bd.Bayak,
Kailali,Seti,Terai,Far-Western,सामाजिक विकासका लागि ग्रामीण दलित एकता केन्द्र  ,Rural Dalit Ekata Centre for Social Development,,Nigali-3,9749012455,,,,,Bal Bd. Karki,
Kailali,Seti,Terai,Far-Western,शिवशक्ति युवा क्लब ,Shiva Shakti Youth Club,,Parewa-1,9848471078,,,,,Bishunu Pd. Bhatta,
Kailali,Seti,Terai,Far-Western,श्री महालक्ष्मी युवा क्लव ,Shree Maha Laxmi Youth Club,,"Udasipur-2, Maisasur",9749020700,,,,,,
Kailali,Seti,Terai,Far-Western,वातावरण तथा ग्राम्रीण चेतना विकास केन्द्र  ,Environment and Rural Awareness Development Centre,,Dhangadhi-1,9749012455,,,,,,
